isocode,year,CKON,GKON,IKON,EXPK,IMPK,CCUR,GCUR,ICUR,EXPC,IMPC,XRAT,POP
ARG,yr1983,130000000000,23529927699,35965620852,12777675322,7708786981,57328.63212,11582.95388,22870,10020,6390,1.05E-6,29402470
ARG,yr1984,138000000000,24027915596,34478657131,12446606295,8071493300,503494.9436,74789.93509,157900,60030,37620,6.76E-6,29851730
ARG,yr1985,129000000000,23612925700,29615562752,14382570604,7019133675,3788674.847,568163.8611,933100,622600,332800,0.0000602,30305000
ARG,yr1986,140000000000,24857895435,32885340959,12905373026,8273280168,7427796.741,1138324.783,1743400,814900,631400,0.0000943,30759870
ARG,yr1987,140000000000,27596828843,37139337179,12456065643,9223469337,17600300,1100000,4562600,1837000,1767600,0.00021443,31213360
ARG,yr1988,134000000000,21330481242,35832201667,14787735528,8374174148,81873000,4800000,20702000,10586000,6899000,0.00087526,31661900
ARG,yr1989,135000000000,10623741630,28091858035,15886567337,6991037018,2384759808,145800000,503303008,423620000,213438000,0.042333961,32101360
ARG,yr1990,132000000000,7469818335,23358318540,18747947899,6858214770,53166002176,2160999936,9646999552,7139999744,3192000000,0.487589091,32527000
ARG,yr1991,145000000000,12200000000,30352278448,18068467706,12348617760,146000000000,6008999936,26478000128,13884000256,10995000320,0.953554392,32959970
ARG,yr1992,159000000000,20100000000,40260228605,17882439685,20459701456,186000000000,6743699968,37853999104,14954000384,18432000000,0.990641713,33400410
ARG,yr1993,176000000000,32903092882,45744982719,18727452645,23504391519,165000000000,31952717824,45069414400,16457600000,22041999360,0.998945773,33848460
ARG,yr1994,187000000000,33049405118,51999358327,21557206497,28468193209,180000000000,33948366848,51330895872,19449899008,27280799744,0.999008298,34304272
ARG,yr1995,179000000000,33300760252,45195732369,26421073261,25619578087,178000000000,34445832192,46285078528,25016700928,25984899072,0.999750018,34768000
ARG,yr1996,191000000000,34023284736,49210609664,28470099968,30076499968,191000000000,34023284736,49210609664,28470099968,30076499968,0.999662519,35220000
ARG,yr1997,208168539330,35118694741,57902612655,31882095458,38078363657,207000000000,35324694528,56727150592,30939179008,37240201216,0.999499977,35672000
ARG,yr1998,214606741570,36297586108,61691743292,35028867978,41171924497,209000000000,37352910848,59595218944,31121999872,38568001536,0.999499977,36125000
ARG,yr1999,208168539330,36584655700,53813372000,34548205384,36354586637,199000000000,38918438912,50628841472,27758999552,32558000128,0.999499977,36580000
ARG,yr2000,210314606740,36456585570,49205254937,35239506850,36179835061,202000000000,39297691648,45382459392,30730899456,32551700480,0.999499977,37032000
ARM,yr1950,,,,,,,,,,,,
ARM,yr1951,,,,,,,,,,,,
ARM,yr1952,,,,,,,,,,,,
ARM,yr1953,,,,,,,,,,,,
ARM,yr1954,,,,,,,,,,,,
ARM,yr1955,,,,,,,,,,,,
ARM,yr1956,,,,,,,,,,,,
ARM,yr1957,,,,,,,,,,,,
ARM,yr1958,,,,,,,,,,,,
ARM,yr1959,,,,,,,,,,,,
ARM,yr1960,,,,,,,,,,,,
ARM,yr1961,,,,,,,,,,,,
ARM,yr1962,,,,,,,,,,,,
ARM,yr1963,,,,,,,,,,,,
ARM,yr1964,,,,,,,,,,,,
ARM,yr1965,,,,,,,,,,,,
ARM,yr1966,,,,,,,,,,,,
ARM,yr1967,,,,,,,,,,,,
ARM,yr1968,,,,,,,,,,,,
ARM,yr1969,,,,,,,,,,,,
ARM,yr1970,,,,,,,,,,,,
ARM,yr1971,,,,,,,,,,,,
ARM,yr1972,,,,,,,,,,,,
ARM,yr1973,,,,,,,,,,,,
ARM,yr1974,,,,,,,,,,,,
ARM,yr1975,,,,,,,,,,,,
ARM,yr1976,,,,,,,,,,,,
ARM,yr1977,,,,,,,,,,,,
ARM,yr1978,,,,,,,,,,,,
ARM,yr1979,,,,,,,,,,,,
ARM,yr1980,,,,,,,,,,,,
ARM,yr1981,,,,,,,,,,,,
ARM,yr1982,,,,,,,,,,,,
ARM,yr1983,,,,,,,,,,,,
ARM,yr1984,,,,,,,,,,,,
ARM,yr1985,,,,,,,,,,,,
ARM,yr1986,,,,,,,,,,,,
ARM,yr1987,,,,,,,,,,,,
ARM,yr1988,,,,,,,,,,,,
ARM,yr1989,,,,,,,,,,,,
ARM,yr1990,,,,,,,,,,,,
ARM,yr1991,,,,,,,,,,,,
ARM,yr1992,679000000000,81510589919,175000000000,383000000000,701000000000,314090016,57530000,5060000,123520000,190010000,0.574177633,3686000
ARM,yr1993,548000000000,83313269172,152000000000,192000000000,387000000000,3647630080,725299968,416449984,1991890048,2562860032,9.104999542,3732000
ARM,yr1994,608000000000,75904326078,146000000000,282000000000,541000000000,185000000000,21085999104,43867000832,73569001472,137000000000,288.6507874,3748000
ARM,yr1995,651000000000,76095113521,123000000000,143000000000,373000000000,568000000000,58336002048,96223002624,125000000000,325000000000,405.9082947,3760000
ARM,yr1996,671000000000,74265001984,132000000000,154000000000,370000000000,671000000000,74265001984,132000000000,154000000000,370000000000,414.0415039,3774000
ARM,yr1997,720591251890,72521596928,139000000000,144000000000,412000000000,831000000000,90220003328,153000000000,163000000000,469000000000,490.8468018,3786000
ARM,yr1998,758037707390,70926131200,146000000000,150000000000,401000000000,954000000000,106000000000,183000000000,182000000000,505000000000,504.9150085,3795000
ARM,yr1999,769170437410,71848173568,140000000000,160000000000,386000000000,948000000000,118000000000,181000000000,205000000000,492000000000,535.0618286,3801000
ARM,yr2000,822809954750,71632625664,152000000000,187000000000,425000000000,982000000000,124000000000,198000000000,241000000000,524000000000,539.5258179,3803000
ASM,yr1950,,,,,,,,,,,,
ASM,yr1951,,,,,,,,,,,,
ASM,yr1952,,,,,,,,,,,,
ASM,yr1953,,,,,,,,,,,,
ASM,yr1954,,,,,,,,,,,,
ASM,yr1955,,,,,,,,,,,,
ASM,yr1956,,,,,,,,,,,,
ASM,yr1957,,,,,,,,,,,,
ASM,yr1958,,,,,,,,,,,,
ASM,yr1959,,,,,,,,,,,,
ASM,yr1960,,,,,,,,,,,,
ASM,yr1961,,,,,,,,,,,,
ASM,yr1962,,,,,,,,,,,,
ASM,yr1963,,,,,,,,,,,,
ASM,yr1964,,,,,,,,,,,,
ASM,yr1965,,,,,,,,,,,,
ASM,yr1966,,,,,,,,,,,,
ASM,yr1967,,,,,,,,,,,,
ASM,yr1968,,,,,,,,,,,,
ASM,yr1969,,,,,,,,,,,,
ASM,yr1970,,,,,,,,,,,,
ASM,yr1971,,,,,,,,,,,,
ASM,yr1972,,,,,,,,,,,,
ASM,yr1973,,,,,,,,,,,,
ASM,yr1974,,,,,,,,,,,,
ASM,yr1975,,,,,,,,,,,,
ASM,yr1976,,,,,,,,,,,,
ASM,yr1977,,,,,,,,,,,,
ASM,yr1978,,,,,,,,,,,,
ASM,yr1979,,,,,,,,,,,,
ASM,yr1980,,,,,,,,,,,,
ASM,yr1981,,,,,,,,,,,,
ASM,yr1982,,,,,,,,,,,,
ASM,yr1983,,,,,,,,,,,,
ASM,yr1984,,,,,,,,,,,,
ASM,yr1985,,,,,,,,,,,,
ASM,yr1986,,,,,,,,,,,,
ASM,yr1987,,,,,,,,,,,,
ASM,yr1988,,,,,,,,,,,,
ASM,yr1989,,,,,,,,,,,,
ASM,yr1990,,,,,,,,,,,,
ASM,yr1991,,,,,,,,,,,,
ASM,yr1992,,,,,,,,,,,,
ASM,yr1993,,,,,,,,,,,,
ASM,yr1994,,,,,,,,,,,,
ASM,yr1995,,,,,,,,,,,,
ASM,yr1996,,,,,,,,,,,,
ASM,yr1997,,,,,,,,,,,,60380
ASM,yr1998,,,,,,,,,,,,62090
ASM,yr1999,,,,,,,,,,,,63780
ASM,yr2000,,,,,,,,,,,,65440
ATG,yr1950,,,,,,,,,,,,
ATG,yr1951,,,,,,,,,,,,
ATG,yr1952,,,,,,,,,,,,
ATG,yr1953,,,,,,,,,,,,
ATG,yr1954,,,,,,,,,,,,
ATG,yr1955,,,,,,,,,,,,
ATG,yr1956,,,,,,,,,,,,
ATG,yr1957,,,,,,,,,,,,
ATG,yr1958,,,,,,,,,,,,
ATG,yr1959,,,,,,,,,,,,
ATG,yr1960,,,,,,,,,,,1.714290023,54500
ATG,yr1961,,,,,,,,,,,1.714290023,55250
ATG,yr1962,,,,,,,,,,,1.714290023,56060
ATG,yr1963,,,,,,,,,,,1.714290023,56970
ATG,yr1964,,,,,,,,,,,1.714290023,58040
ATG,yr1965,,,,,,,,,,,1.714290023,59290
ATG,yr1966,,,,,,,,,,,1.714290023,60710
ATG,yr1967,,,,,,,,,,,1.761908054,62340
ATG,yr1968,,,,,,,,,,,2,63940
ATG,yr1969,,,,,,,,,,,2,65180
ATG,yr1970,,,,,,,,,,,2,65850
ATG,yr1971,,,,,,,,,,,1.974872947,65960
ATG,yr1972,,,,,,,,,,,1.921278,65500
ATG,yr1973,,,,,,,,,,,1.959218979,64670
ATG,yr1974,,,,,,,,,,,2.053231955,63760
ATG,yr1975,,,,,,,,,,,2.16979599,63000
ATG,yr1976,,,,,,,,,,,2.614670992,62350
ATG,yr1977,573116097.1,129847195.7,72910867.89,232889786.2,285473748.4,152624160.3,38305491.83,22738675.7,88682450.15,100155155.1,2.700000048,61830
ATG,yr1978,552979452.1,118947757.5,70999386.52,313330037.7,328040477.2,159962745.5,38116575.85,24052301.39,129604003.3,125015457,2.700000048,61440
ATG,yr1979,502621981.3,138569667.6,95945072.75,446559876.8,457726126.1,166906783.2,50973974.76,37311903.44,212040477.4,200246374.6,2.700000048,61160
ATG,yr1980,699200863.7,157697785.5,149232998.6,399060476.9,570981254.8,255127624.8,63742472.04,63769434.97,208209612.1,274475634.2,2.700000048,61000
ATG,yr1981,686174646.7,160462189.3,187204136.1,451901877.3,655324961.6,272014261.8,70465658.16,86908982.36,256157888.4,342247395.7,2.700000048,61200
ATG,yr1982,903115993.9,161869158.4,176361268.4,419268095.5,735824282.6,396152085.9,78655721.25,90597001.91,262976412.2,425225162.8,2.700000048,61400
ATG,yr1983,871843019.7,179225099,95692552.15,396989428.1,549801251.8,405910563.1,92435474.62,52174992.25,264288067.2,337228466.3,2.700000048,61600
ATG,yr1984,874860368.2,180673958.5,121297520.6,530843805,670744180.2,420127406.9,96113779.75,68216027.1,364515163.1,424351410,2.700000048,61800
ATG,yr1985,993144490.5,191382523.8,154265531.9,576304451.9,790219929.4,513806178,109682391.7,93464776.31,426329506.2,538593697.3,2.700000048,62000
ATG,yr1986,1057363694,217394128,223226845.8,727182406.1,1015851542,591163809.3,134641525.7,146157818.1,581344205.5,748238574.6,2.700000048,62380
ATG,yr1987,1039205182,213525361.9,310097444.8,744984841.7,1075400724,625226418.1,142309291.7,218487415.4,640899637.3,852379101.4,2.700000048,62790
ATG,yr1988,933218731,263201363.8,284341480.7,776884338.1,989773420.2,629671654.3,196728204.8,224679341.2,749537914.3,879818157.2,2.700000048,63200
ATG,yr1989,933230551.5,273430453.8,311395271.9,845404551.3,1052422800,656316768.4,213019429.3,256465362.8,850150228.7,975082168.8,2.700000048,63610
ATG,yr1990,920812684.6,264730801.8,251146893.8,951990858.6,1034143649,662234982.3,210908015.5,211524572.6,978994288.3,979824112.1,2.700000048,64000
ATG,yr1991,897299333.9,263262425.3,297093890.8,983690101.2,1100073389,662839955.2,215430886.1,257014258.5,1039049332,1070580713,2.700000048,64230
ATG,yr1992,877620238.8,277488206.9,277158805.5,1058411443,1141548488,663800000,232500000,245500000,1144700000,1137500000,2.700000048,64940
ATG,yr1993,947438737.1,289018608,362763047.7,1240127073,1394952570,676300000,248400000,314500000,1320100000,1328800000,2.700000048,65180
ATG,yr1994,943321675.8,310410536.5,379642757.5,1341794778,1455810985,712100000,284500000,337300000,1434600000,1415900000,2.700000048,65730
ATG,yr1995,972655737.7,298273272.1,584007814.7,1119849935,1488441455,806400000,289100000,528300000,1178500000,1467900000,2.700000048,66290
ATG,yr1996,847600000,313900000,540000000,1163500000,1395600000,847600000,313900000,540000000,1163500000,1395600000,2.700000048,66860
ATG,yr1997,784922023.98,328395772.54,526144223.05,1261093863.7,1348646994.6,839787648,324053504,513743232,1217425664,1328009984,2.700000048,66290
ATG,yr1998,847607948.79,356378581.19,541174826.83,1257131198.5,1390900155.5,931918784,361385600,543024000,1247141632,1407469952,2.700000048,66860
ATG,yr1999,879317092.47,398751412.75,570374795.5,1335545143.8,1505507299.1,977890880,409000000,578899968,1340156544,1540947456,2.700000048,67430
ATG,yr2000,892551822.88,439140662.55,539415156.34,1290540600.8,1422171503.3,1008415808,457600000,556195776,1315618432,1478829952,2.700000048,68000
AUS,yr1950,64460864806,14980459818,23944534017,6868360058.4,11963014745,4497167110.5,817229267.57,2361260481.3,2069757625.7,1754091390.6,0.8931999704,8434065.0803
AUS,yr1951,65445000148,17584286938,28310890229,5197059111.1,15668373305,5396600534.9,1141634247.1,3163630551.2,1482662914.3,2518956823.2,0.8930999456,8650852.5562
AUS,yr1952,60852368564,19613243126,16902024017,7051516326.6,8278829679.8,5543019932.5,1265970649.9,1971537879.9,1791136408.7,1305370337.4,0.892899997,8857316.8234
AUS,yr1953,67905338559,18936924411,22395181827,8070323070.9,10417350903,6191448681,1220757412.3,2498809640.9,1761284136.2,1611316510.8,0.8929999218,9063781.0917
AUS,yr1954,73646128112,19782322827,26761538040,8299268407.5,12915821243,6839877433.6,1322487197.4,3060468692.4,1711530347.8,2029442948.6,0.8930999476,9280568.5758
AUS,yr1955,75450376280,19951402525,28029189853,8951762617.3,12068882151,7289594147.4,1458126910.2,3347029433.8,1721481106.3,1988650126.2,0.8929999228,9487032.8409
AUS,yr1956,75778421446,19782322853,25071335649,9982016636.1,10216202876,7728852332.1,1525946767.7,3106318415.3,2149363695.7,1743893187.9,0.8929999228,9703820.3209
AUS,yr1957,79058872596,20289561900,26057287055,9054788033.3,11327810453,8189027580.1,1571160006.4,3301179718.9,1830939444.7,1958055509.7,0.8930999486,9930931.0105
AUS,yr1958,81027143285,21811279046,30141942875,10245303787,11539545230,8565534595.5,1706799719.1,3839913911.2,1840890204.2,1978451922.4,0.8930999486,10147718.486
AUS,yr1959,88244135841,21642199363,32395546101,11206874204,13868627765,9580011835.6,1853742741.8,4229636519.4,2149363698.7,2345587332.9,0.8929999248,10323213.106
AUS,yr1960,88900226088,22149438426,35775950913,11676212149,15562505976,10092479728,1978079145.7,4791295573.2,2169265214.7,2651533508.4,0.8929,10529677.381
AUS,yr1961,89501748196,23336184773,32003550370,13245179083,13258177622,10220588399,2150184480.1,4118732945.5,2466850528.5,2239982636.9,0.8929,10742832.894
AUS,yr1962,95468122769,24225907047,37347222615,12963085915,15574565517,11014237809,2258882586,5005967538.8,2487891836.6,2657675925.7,0.8929,11008252.499
AUS,yr1963,101705922450,25342125697,40241195000,15072652844,17275929162,11924540266,2462691534.6,5452439625.5,3155203798.7,2913615572,0.8929,11221408.012
AUS,yr1964,107812670830,27578635055,47621785479,15034915087,20609316408,13049399177,2811431291,6820402616.4,3046991027.3,3528894101,0.8929,11443786.6
AUS,yr1965,110922651720,30535329113,47519432570,15228323269,21129876140,13849298467,3206594124.4,6810125840.1,3131156516.2,3673243922,0.8929,11670264.332
AUS,yr1966,115069292910,32907466307,50598989569,16919940330,21480599990,14899166286,3634592771.6,7449574248.3,3478840207,3760263291.6,0.8929,11939783.081
AUS,yr1967,121289254690,36201874456,51032016496,17736974085,23610068599,16186503940,4201861229.2,7749886114.2,3566011670.3,4212764485.5,0.8929,12091451.427
AUS,yr1968,127509216470,36530094488,60314554999,18898368019,24473311115,17685273107,4406802377.2,9382763445.7,3894657865,4356090614,0.8929,12306656.512
AUS,yr1969,136839159130,38061337984,60727338929,22007999052,26395761890,19629820816,4864240239.6,9876052217.8,4763365754.2,4845447098.1,0.8929,12566952.187
AUS,yr1970,140985800320,39532903343,62674273952,24161908957,26204824129,21515000000,5547000000,10930000000,5086000000,5214000000,0.8929,12817000
AUS,yr1971,146363563950,41175584885,61691221410,25958666920,25221088589,23853000000,6336000000,11252000000,5685000000,5351000000,0.8827,13067000
AUS,yr1972,153766548860,42573016990,60729438496,26397914978,25611711401,26691000000,7197000000,11607000000,7016000000,5512000000,0.8387,13304000
AUS,yr1973,162934452190,43494640705,72496984025,24840615883,33375316482,31693000000,8592000000,16654000000,7896000000,7996000000,0.7041,13505000
AUS,yr1974,169147481170,47275195454,65038665193,27181799386,34168961350,38688000000,11768000000,17337000000,10114000000,10510000000,0.6967,13723000
AUS,yr1975,171506869550,51381899309,60515456142,28307534622,32437448823,45459000000,14715000000,19025000000,11225000000,11163000000,0.7639,13893000
AUS,yr1976,178937794850,52058273587,64714971129,30356142226,35538565104,52832000000,16695000000,22464000000,13425000000,14106000000,0.8183,14033000
AUS,yr1977,182501464970,53577412255,59683764210,31016503127,33886295869,58875000000,18612000000,23312000000,14245000000,15342000000,0.9018,14192000
AUS,yr1978,186657674620,55494214111,67777105108,33207076318,36634919345,65686000000,20534000000,27959000000,16910000000,18260000000,0.8737,14359000
AUS,yr1979,190882262030,56843290046,66730441537,35583991348,36674074854,73829000000,23116000000,30893000000,22017000000,21444000000,0.8946,14516000
AUS,yr1980,198027890520,59548889175,71788952723,33856871443,40110436870,84097000000,27123000000,37364000000,22604000000,25530000000,0.8782,14695000
AUS,yr1981,207506084610,60163032939,77210432589,34664961080,44812081179,96452000000,31042000000,45218000000,23696000000,29660000000,0.8702,14923000
AUS,yr1982,211064877860,62027703987,60550180047,34841601618,41045414479,108702000000,35346000000,39744000000,25632000000,29667000000,0.9859,15184000
AUS,yr1983,214929186610,65086384771,69513399278,37537122773,43519017121,118840000000,39266000000,47677000000,28892000000,32162000000,1.11,15393000
AUS,yr1984,219451466200,69964236916,77167893332,43321019786,50670397857,128746000000,44793000000,56147000000,35739000000,40790000000,1.1395,15579000
AUS,yr1985,229306296790,72896518345,77767301137,44951606934,50537642037,144502000000,49760000000,61930000000,38948000000,47199000000,1.4319,15788000
AUS,yr1986,231738939810,75228632370,74766997473,49722822497,48149062785,158640000000,54287000000,63788000000,44306000000,49032000000,1.496,16018000
AUS,yr1987,239352849280,77633178634,86090354020,54213084513,53490713204,208110000000,27617000000,76897000000,51742000000,54080000000,1.4282,16264000
AUS,yr1988,250299184020,79548042163,102397728590,55074195126,66478502179,230427000000,30177000000,97784000000,55354000000,62296000000,1.2799,16538000
AUS,yr1989,304797479250,38931307700,105092442110,57791904408,70141127098,254525000000,32802000000,105055000000,60899000000,68771000000,1.2646,16833000
AUS,yr1990,308472301330,39837628828,89021605588,64540264519,66130857199,273080000000,35309000000,89687000000,66259000000,66948000000,1.2811,17085000
AUS,yr1991,314860084760,40542567933,79815022238,70359028587,68541438117,287516000000,37502000000,80278000000,70080000000,69269000000,1.2838,17284000
AUS,yr1992,320448264950,41505814679,88762313980,75051000842,72852552841,299230000000,39352000000,89301000000,76899000000,79077000000,1.3617,17489000
AUS,yr1993,328074976200,40912686467,96758507087,82340040445,77732820851,311193000000,39145000000,98524000000,83015000000,85396000000,1.4706,17657000
AUS,yr1994,344211111930,41416549597,109186993950,86349463673,90579277085,330700000000,39906000000,110742000000,87654000000,97654000000,1.3678,17838000
AUS,yr1995,357312920980,43197158443,109599921520,95183219494,94232392810,351681000000,42343000000,110786000000,99095000000,101078000000,1.349,18072000
AUS,yr1996,367653000000,43088000000,117579000000,105160000000,103590000000,367653000000,43088000000,117579000000,105160000000,103590000000,1.2779,18311000
AUS,yr1997,385039239710,44413305919,129009298260,109044939200,113661076490,391329000000,45104000000,129534000000,113744000000,118482000000,1.3474,18524000
AUS,yr1998,403584751720,47194499820,140165663490,111271243910,119144991930,414161000000,49005000000,142855000000,112025000000,126453000000,1.5918,18730000
AUS,yr1999,422998244730,47422712378,150362521170,121617826520,134016160870,441690000000,51060000000,150816000000,125972000000,140323000000,1.5499,18937000
AUS,yr2000,433770028220,49683924425,138268016930,130201461650,132139493270,472769000000,55105000000,141448000000,153131000000,152424000000,1.7248,19157000
AUT,yr1950,227188510920,143509092290,89041242524,33391397394,41444889276,35740890473,6718661677.4,13977750223,7688843770.3,10162446251,19.91999981,6949102.3787
AUT,yr1951,235160037620,150251130180,106125105600,35617490553,45610741568,46289061634,9740452110.2,20804093356,11170964122,16095799964,21.36999656,6959115.4957
AUT,yr1952,240142241800,152177426720,85656633921,36677534949,36958586851,53662540532,11572814397,18203581700,12680553881,12939760755,21.36999656,6959115.4957
AUT,yr1953,259074617710,155066871540,66260222937,48656036258,38240387589,55403500861,12215748531,15711424690,15901012019,13781371221,24.41000164,6959115.4957
AUT,yr1954,275017671110,162772057700,88260179093,58620453281,52340195366,61343247737,13287305431,21020802700,19423388116,19041436576,26,6959115.4957
AUT,yr1955,305907337070,156993168080,122610558900,63178644111,66546819902,69023954929,14251706632,29580820320,22442567617,24091099316,26,6969128.6137
AUT,yr1956,323843272140,156993168080,111276809760,78337278604,69644504967,74554064145,16073353357,28822337762,28782844593,26405528089,26,6989154.8487
AUT,yr1957,338789884700,169514095590,122610558900,87771673486,79151193598,80288992205,19073712654,33373233222,33311613861,31034385626,26,7009181.0818
AUT,yr1958,351743615590,177219281750,128792603880,87135646873,78830743473,84692597713,20038113871,33156523939,32506499354,29351164717,26,7029207.3148
AUT,yr1959,370675991500,179145578300,132913967210,94979975209,91221483668,90017888089,20895359407,35540326324,34619925023,33033210502,26,7049233.5529
AUT,yr1960,409537184150,191666505810,178248963770,100492205950,112271436280,98722689569,22502694759,48651239418,39752530229,41238912483,26,7069259.7899
AUT,yr1961,433451764250,195519098890,187522031250,106214852600,115333384540,108401226670,24271622622,54418198852,43545671585,43323117866,26,7108377.4306
AUT,yr1962,450391258480,200334840240,180309645440,116526974210,120436631650,116357280000,26295457535,53358621171,48002865098,45619788455,26,7151507.1371
AUT,yr1963,475302279420,208040026410,184431008760,124776671500,131663775270,126302346670,29289580742,56729339651,52218584351,50415479027,26,7193633.8271
AUT,yr1964,491245332820,218634657380,218432256190,131995156620,146973516590,135252906670,32156252529,67299152838,56555044855,56850208803,26,7236763.5335
AUT,yr1965,517152794590,219597805650,223583960340,141276066070,162283257900,148181493330,35085620664,73299610601,62279972057,64063980428,26,7276884.1907
AUT,yr1966,540070933850,230192436630,251403162780,150556975530,178613648630,158126560000,39080870920,84834566652,67672871120,71925280059,26,7330044.0614
AUT,yr1967,559999750590,239823919330,247281799460,159837884980,182696246310,170060640000,44291037636,83657719089,71959024830,74636765247,26,7360134.5543
AUT,yr1968,584910771530,246565957220,259645889430,173243643070,195964688780,181000213330,48212279088,89043810700,79283713860,80515025902,26,7384206.9486
AUT,yr1969,610818233300,252344846850,277161683560,203148795740,213315728930,192934293330,53785277973,96263661853,95603275843,92079326065,26,7406273.31
AUT,yr1970,643700780930,261013181280,318375316800,237178797060,250059108080,208846400000,58835100000,118307200000,117718200000,114327700000,26,7448400
AUT,yr1971,686945798950,269565952980,328989153730,252377375620,265781634110,233984500000,66037700000,132018800000,129706800000,127057800000,24.9603,7482400
AUT,yr1972,728713197470,280658573550,361641405650,277981344840,298064105550,264310800000,74689300000,155415900000,147654400000,145308500000,23.1153,7525300
AUT,yr1973,767858401880,289029811570,393423635990,293105522650,326538509620,296834700000,87272400000,177317700000,167265700000,165713000000,19.58,7567200
AUT,yr1974,790833613100,305513272510,400826483240,324500114920,349087244620,336337400000,103808500000,203309800000,205903500000,208584600000,18.6925,7580100
AUT,yr1975,816514228710,317668422890,349415831170,316714722660,332859141580,374639700000,120451100000,180917200000,210753300000,207088200000,17.4168,7560200
AUT,yr1976,853619914880,331197245720,388547109730,351741507330,390834934940,417285800000,136156100000,209171800000,238251500000,250092300000,17.9397,7547200
AUT,yr1977,900234186490,340593388420,412604815270,367581286980,415004478370,465326400000,147896200000,239742900000,259067700000,281494700000,16.5269,7549200
AUT,yr1978,885894005250,343306353480,390466313780,395755418230,415410165630,476169600000,162366200000,238881900000,283085200000,283549300000,14.5217,7543200
AUT,yr1979,924304372010,355222974690,428612156630,442730903820,463874574300,518147400000,176431300000,267241000000,330405400000,335276400000,13.3675,7530200
AUT,yr1980,938987477490,362797797080,450683561600,465873683870,492495033950,558245400000,189942400000,300497700000,369281200000,389948800000,12.938,7530200
AUT,yr1981,946834912230,369615755860,406861109630,489459330390,488697078110,603755300000,207136200000,298746100000,407866500000,423124800000,15.9268,7550200
AUT,yr1982,971128248040,380892344080,373808105730,497245935700,465888507160,655835500000,227253300000,274145300000,428966000000,411464500000,17.0593,7557200
